address,amounts
0xf9bd39309571f66c55d5dc29869d05d1329be521,1
0xf9b744c30ffa159a74e78d2131a309fb1a337b56,1
0xf9b4fb284319668a273d301864d21691d6890a3f,1
0xf9b32a88117acb6251406c9bef40f78b0435d12b,1
0xf9b0f9c97767dc81820aa28cd661e12766b12435,1
0xf9ad6c6c1776ebeded61c73790f13fe8c790cc95,1
0xf9ad5fcb02bffa4d2651a0bd1f65519aa7eb4750,1
0xf9ab16f88877d58e3584bc61f600abde5151565f,1
0xf9a9a8b30fb9656cae215dc11c873eb6fe64aff8,1
0xf9a8332804a7e255958301d405c405a82e35e839,1
0xf9a6e65a0d80ff9f594e9c42ae6696aa6dcce8b1,1
0xf9a16c47057767db1e7a7136115d8c9d4f8d4e46,1
0xf9a025f6f4f1b5a804556a2e63ac11494c1fed43,1
0xf99df01da7accdfb317b65e8e46d8024053804ea,1
0xf99d0c8b0be2b0459fcad8359a60deb37f000ab2,1
0xf99b9bb8c128c7de4da04d754101adeaa2f434fb,1
0xf99b4554967ead65f8451090fba72b6cd1a2787b,1
0xf98e6da576ad82e9974e9fd584d8d78703a12461,1
0xf9855e2ba29dcd6301cc273288caa960ee916af7,1
0xf612728c18396ab0ba0f16e017ad4ae836d09574,1
0xf474d0f29802b44311e5a2bac653f453c634f6bb,1
0xf1b99a8f924172f96c0a8400cec5e7fd6f51b5f3,1
0xee711e54eed24b1f00080c7bdcff154c90293c48,1
0xe2c32773c028f5c5146514865ca77ccd3f59525c,1
0xde01b992ad7a3c0abcbc8e8e0a50f0871075d101,1
0xddaedb397e0ecd26ad1efc3408482cc82e13424a,1
0xddaa5f94ce38ae74ede859508387ee5e5c68f808,1
0xdda033ae169e20cf4e1791958412063d00d0adc2,1
0xdd9fcfd3f5061cf3562ed6d32299c6cd48f59303,1
0xdd9d4003003fb3926799b5090d5b2c717b161a50,1
0xdd9a7b24acfc87ec70bb28c7e8d90d006c49679a,1
0xdd9a4e1c814158b3d4e94a9c515327aeca69218c,1
0xdd996209d79a17b71a1b76f1cc9a15c2ca869aab,1
0xdd990a301637733306072f42c50b0f66028e1d22,1
0xdd8f1a5357746ded65b1cba7c5e0d2ae40da139d,1
0xdd8a2499611210068f64b03f981940d6a4d6bc28,1
0xdd7aa806873599615b429bcb7697ca0800161043,1
0xdd7a238353e6404b0e0cae130c662437341aaa75,1
0xdd78321e0a2f2c21dab37fe94941ffbcad7c79e1,1
0xdd77ae982ef2ba22fd59dd9262a4ebd8c6669c88,1
0xdd76df86e2de1d4bfce83f0d52b52bd3bb7d1b27,1
0xdd75d19a4f0aa6b65cfeb3ad5df8ef230a651af0,1
0xdd71b200c250bb0860c22932bccfbef5a5438314,1
0xdd6e0da5f7e28a8e7cb143b1772fe1ff2346176e,1
0xdd5e042c162bc991cdf18d9c74498651873fc176,1
0xdd5c548b5b6faf11ebc9ba10993932162d6bf3c3,1
0xdd5b7343dc46d83c7c8e03380671e10f7514424a,1
0xdd5a0c2dcaa9a6f5ab070c4b52a654b88a237086,1
0xdd5987c4915108f156c802382a4e462c744fd943,1
0xdd544c5241ba19a114444fab219144e2fce458d9,1
0xdd4893428b029b132707ea5793a8ce4729dc3df2,1
0xdd3d783594e87a71726dd69cc493021d05b808ea,1
0xdd3bf9865665b55bf4e4449477aeaba33b2bce08,1
0xdd3578e1585454a26bc3c8cbadec7e879a8bc548,1
0xdd0de56381ad37b8407813d4a99ba30f3d95bd67,1
0xdd0c44a0d05234ee8bf73c9c1549da32ca89401b,1
0xdd0a76c4d31b2d1f6c0bd45b4d6dbb9ce1823142,1
0xdd082511e7340e3518c11651c30cc3e8a1b57ae7,1
0xdd04bbed84b3de430872920502ca26f1535f2ffa,1
0xdd046a9a1408a577a5115288e93c9ac630c4ba69,1
0xdcfd3d49f85dad0b95405c2dc8d0263cb244d710,1
0xdcfd2003b7080a0469049226ec725233bcbffef3,1
0xdcfb6550da9b20bb15bac3923eea04dfd086d109,1
0xdcf9137d3fb5a16520e726ba3ac710b44df98f43,1
0xdcf4707c90093061ea7b02577217c10bf8a1def7,1
0xdcf2b358a37ac160da89e78ee97cc3f045189b0a,1
0xdcdb8aeb9b2d5a690e1669d26dc5c17b385a8729,1
0xdcd9b55312673003f418dd365655f232677e34d8,1
0xdcd96a6c2b5a563d65388977f5d15b65df6e6c31,1
0xdcd6989c2c32d38a22482a32e8e679da2e9d4b9f,1
0xdcd08858a70c308f8249daff061a7e6394c9a14c,1
0xdcce6128137abb0bec06921262346f3b3b200e99,1
0xdccaf538f6b19658aaf1bd0d1dbc60fb436de8d8,1
0xdcc825395040b47fea95dbf09ce689a594753fe6,1
0xdcbf3bf115cacdadf4152de45a463c1680f01fac,1
0xdcbbe3d0a24938b06c3f10daec6f3a52ff836282,1
0xdcb8d9f478e4fdd700e2a37e676990b6b750cd6d,1
0xdcafa68ab6102f335df77a97419047c814b16737,1
0xdcaf8cfbf94fcbcb26b505328fbce122ec091ccc,1
0xdc9f4330092e8e5810cf58c82bb515973c7dd41b,1
0xdc9baa6a27eb128a2fb188562023a2f4eabf96b5,1
0xdc9a9c33c14c0dc814fd3a7b2def0a3e5675287a,1
0xdc92e9ef3af8630115d0b05df7f35adccf17912c,1
0xdc912ebd64cd1794f358feefa4c63b7166b91654,1
0xdc8f1b385e1157f8039b1402af9aa1b0ac569676,1
0xdc8b60f6e354151b5a246aba934a7969bd1c153a,1
0xdc842dc6a4ea75ac26dd358a980ab5e121f4c1df,1
0xdc7a26aa29cb2f087f6681900dedb51ce0a76316,1
0xdc65b3770eb47846ead52a58dd034b393889054c,1
0xdc6413d26be56622f81f61a9e5d7de3a1cc2c827,1
0xdc621d52d3f783e1539cedc6ea048e839a03b69e,1
0xdc5f6a2eb53d886ddc88b7734412256f736d8efd,1
0xdc5ce8b9bc5df2399b542e93f17a1e158d2a0016,1
0xdc5be40084a351f415ea507d130dc414837aeb7c,1
0xdc57aa73b83a9ff73a240c5a5a9292ff14bbe209,1
0xdc525555bba9d5dcb50042a879cecc813e512b69,1
0xce7eee25d943004ae961785f255236558e01c923,1
0xce7ade29439a7d761db16bfe29481a6dedc0206a,1
0xce7557f400591f6c1ec8b0cd2e173a83654a4ca9,1
0xce7552e1c0b0abaec9a4f8a40264a7402cd0c2cb,1
0xce700bd380b259b8c3e4dfcbe6a201d8753999fb,1
0xce6ea4dfb56b71371c5c2a068f734404cca72f39,1
0xce67b3836975562c92ee48a4fbf60fc329155f6a,1
0xce6686ffd6f97f57b6bbb08df67269ed6f1b6cd6,1
0xce61e200d63867c36f135a910ed3a695696c2e17,1
0xce61956e0c25dc8b468388da59a113775dbeaad7,1
0xce5fa219f396c8f5e1b9c86988b1f280f1df4571,1
0xce5d048d01821a4d3221a6331419ce61110e705a,1
0xce5c600f8b1a6ac1b311e4b6ad6aa5ce1070a2c9,1
0xce5a716713fce473ff32dba956ead126eb09c92a,1
0xce58c02bdba3cdda864f51aeeca8e3d99f72942d,1
0xce4802edbcc58c2508742f1d642e6267d167dcfe,1
0xce4802b2106c7db458d99de890bac534df168015,1
0xce08e7b4996af1af1045a0238c6bd350279b1619,1
0xce08053bd6ab55783d62a3b05a566ec1c46abaa5,1
0xce051280bf24b8ffba2bd6a19ee82d7c8eeb80c7,1
0xce046fcb8da89aefc7589d044308e9e1e33bb65d,1
0xcdff928c2a4f981057833509a8f378350fa80020,1
0xcdfe66f647884a08ab025728995e71bf2004bd8f,1
0xcdfb96e62337950f559bb48275340de88b4cf3c9,1
0xcdf47cf1e171d8881b3a401df77db7d41eb1e96e,1
0xcdf0611d22ef1a70783dfc2b26a6895b7258408d,1
0xcdf00529d64c57ccfc83275aea3e251193139929,1
0xcdefbeb8a075e97744a949ebb5d94152148860b6,1
0xcdee358d3d8bc42e2583a311de5ac739700e064d,1
0xcdeac82a0c2745395f8fde0db5c03e57e82e268d,1
0xcde94186fbf3e913eb9ae389f1406d5f7511c5ec,1
0xcde35cf9d0b921ac6886c8358583ad754f189f84,1
0xcde1f9124c5227e239e0540ec24ee509f3ac58f6,1
0xcddc83b06787417e8391a15e01b18d2ffcf1b4dd,1
0xcdd7b855206921d2b515ade7a471b07e51edaf9e,1
0xcdcf4d6733441f9e4f919e70547a3274797534a2,1
0xcdccc57d7daff203b807859f68fad11bc9817b00,1
0xcd0349ce92d69129c277827f75165bba13f24307,1
0xcd01bfe253fd05969da2ce431941a156354d50fa,1
